sensor_feature,survey_item,correlation,p_value,p_adjusted,effect_size,n_samples,ci_lower,ci_upper,method,interpretation,significant,meaningful
night_usage_ratio_std,Q9_score,0.0005,0.9973433637427289,0.9973433637427289,0.0005,46,-0.2898,0.2908,spearman,negligible,false,0.0
location_entropy_mean,gpa_all,0.111,0.5591239678045072,0.9189679630515064,0.111,30,-0.2596,0.4532,spearman,small,false,0.0
location_entropy_mean,gpa_13s,0.0716,0.7068312134020809,0.9189679630515064,0.0716,30,-0.2963,0.421,spearman,negligible,false,0.0
location_entropy_std,gpa_all,-0.0349,0.8545827267149412,0.9189679630515064,0.0349,30,-0.3903,0.3295,spearman,negligible,false,0.0
location_entropy_std,gpa_13s,0.1502,0.42819916254419477,0.9189679630515064,0.1502,30,-0.2221,0.4843,spearman,small,false,0.0
home_stay_ratio_mean,gpa_all,-0.196,0.2991569797795559,0.9189679630515064,0.196,30,-0.5196,0.1767,spearman,small,false,0.0
home_stay_ratio_mean,gpa_13s,-0.1181,0.5342303380310411,0.9189679630515064,0.1181,30,-0.4588,0.2529,spearman,small,false,0.0
home_stay_ratio_std,gpa_all,0.0263,0.8904543813976218,0.9189679630515064,0.0263,30,-0.3372,0.3829,spearman,negligible,false,0.0
home_stay_ratio_std,gpa_13s,0.2146,0.254679937687094,0.9189679630515064,0.2146,30,-0.1578,0.5336,spearman,small,false,0.0
n_locations_mean,gpa_all,0.071,0.7093395907720799,0.9189679630515064,0.071,30,-0.2969,0.4205,spearman,negligible,false,0.0
n_locations_mean,gpa_13s,0.0393,0.836676209727112,0.9189679630515064,0.0393,30,-0.3256,0.394,spearman,negligible,false,0.0
n_locations_std,gpa_all,-0.014,0.9413888799418799,0.9413888799418799,0.014,30,-0.3724,0.348,spearman,negligible,false,0.0
n_locations_std,gpa_13s,0.1558,0.4109374933745975,0.9189679630515064,0.1558,30,-0.2166,0.4887,spearman,small,false,0.0
total_distance_mean,gpa_all,-0.0966,0.6116872353401626,0.9189679630515064,0.0966,30,-0.4415,0.2732,spearman,negligible,false,0.0
total_distance_mean,gpa_13s,-0.1058,0.5780881908124317,0.9189679630515064,0.1058,30,-0.4489,0.2646,spearman,small,false,0.0
total_distance_std,gpa_all,-0.1055,0.5790941988789597,0.9189679630515064,0.1055,30,-0.4487,0.2649,spearman,small,false,0.0
total_distance_std,gpa_13s,-0.117,0.5381507863507978,0.9189679630515064,0.117,30,-0.4579,0.254,spearman,small,false,0.0
radius_of_gyration_mean,gpa_all,-0.0768,0.6867935049495885,0.9189679630515064,0.0768,30,-0.4253,0.2916,spearman,negligible,false,0.0
radius_of_gyration_mean,gpa_13s,-0.0903,0.6352598557222202,0.9189679630515064,0.0903,30,-0.4363,0.2791,spearman,negligible,false,0.0
radius_of_gyration_std,gpa_all,-0.0518,0.7855501391970431,0.9189679630515064,0.0518,30,-0.4046,0.3143,spearman,negligible,false,0.0
radius_of_gyration_std,gpa_13s,-0.0674,0.7235932460641079,0.9189679630515064,0.0674,30,-0.4175,0.3002,spearman,negligible,false,0.0
unlock_count_mean,gpa_all,-0.0526,0.7823812910824903,0.9189679630515064,0.0526,30,-0.4052,0.3136,spearman,negligible,false,0.0
unlock_count_mean,gpa_13s,-0.1456,0.442594860395194,0.9189679630515064,0.1456,30,-0.4807,0.2265,spearman,small,false,0.0
unlock_count_std,gpa_all,0.1275,0.5019411375053487,0.9189679630515064,0.1275,30,-0.244,0.4664,spearman,small,false,0.0
unlock_count_std,gpa_13s,0.1417,0.4551844258018657,0.9189679630515064,0.1417,30,-0.2304,0.4776,spearman,small,false,0.0
screen_time_mean,gpa_all,0.0251,0.8950701935653805,0.9189679630515064,0.0251,30,-0.3382,0.382,spearman,negligible,false,0.0
screen_time_mean,gpa_13s,0.086,0.6513900109775967,0.9189679630515064,0.086,30,-0.283,0.4329,spearman,negligible,false,0.0
screen_time_std,gpa_all,-0.034,0.8582500451700349,0.9189679630515064,0.034,30,-0.3895,0.3303,spearman,negligible,false,0.0
screen_time_std,gpa_13s,0.2111,0.26290742996218347,0.9189679630515064,0.2111,30,-0.1615,0.531,spearman,small,false,0.0
session_duration_mean_mean,gpa_all,0.1854,0.32676928673706496,0.9189679630515064,0.1854,30,-0.1874,0.5115,spearman,small,false,0.0
session_duration_mean_mean,gpa_13s,0.3552,0.054080355020397826,0.8860286759221333,0.3552,30,-0.0058,0.6343,spearman,medium,false,1.0
session_duration_mean_std,gpa_all,0.2397,0.20211759186514125,0.9189679630515064,0.2397,30,-0.132,0.5522,spearman,small,false,0.0
session_duration_mean_std,gpa_13s,0.3395,0.06645215069416,0.8860286759221333,0.3395,30,-0.0237,0.6235,spearman,medium,false,1.0
session_duration_std_mean,gpa_all,0.1905,0.3133490643384649,0.9189679630515064,0.1905,30,-0.1823,0.5154,spearman,small,false,0.0
session_duration_std_mean,gpa_13s,0.159,0.4014442854307182,0.9189679630515064,0.159,30,-0.2135,0.4911,spearman,small,false,0.0
session_duration_std_std,gpa_all,0.1273,0.5026938565197219,0.9189679630515064,0.1273,30,-0.2442,0.4662,spearman,small,false,0.0
session_duration_std_std,gpa_13s,0.4812,0.00710669561590073,0.2842678246360292,0.4812,30,0.1462,0.7171,spearman,medium,false,1.0
night_usage_ratio_mean,gpa_all,-0.0652,0.7321289215734705,0.9189679630515064,0.0652,30,-0.4157,0.3022,spearman,negligible,false,0.0
night_usage_ratio_mean,gpa_13s,0.2692,0.15027198610097375,0.9189679630515064,0.2692,30,-0.1008,0.5738,spearman,small,false,0.0
night_usage_ratio_std,gpa_all,0.0249,0.8959937639752187,0.9189679630515064,0.0249,30,-0.3384,0.3818,spearman,negligible,false,0.0
night_usage_ratio_std,gpa_13s,0.3,0.10728548631779707,0.9189679630515064,0.3,30,-0.0676,0.5958,spearman,small,false,0.0
gps_location_entropy_1d_mean,total_score,-0.292,0.048969302322979726,NaN,0.292,46,-0.5368,-0.0018,spearman,small,false,0.0
gps_location_entropy_1d_mean,Q1_score,-0.1244,0.4102261830688012,NaN,0.1244,46,-0.4002,0.1721,spearman,small,false,0.0
gps_location_entropy_1d_mean,Q2_score,-0.3347,0.0229912268091519,NaN,0.3347,46,-0.5696,-0.0492,spearman,medium,false,1.0
gps_location_entropy_1d_mean,Q3_score,-0.1239,0.41185673512357557,NaN,0.1239,46,-0.3999,0.1726,spearman,small,false,0.0
gps_location_entropy_1d_mean,Q4_score,-0.1331,0.37778860585461116,NaN,0.1331,46,-0.4077,0.1635,spearman,small,false,0.0
gps_location_entropy_1d_mean,Q5_score,-0.0459,0.7620592436488941,NaN,0.0459,46,-0.3318,0.2477,spearman,negligible,false,0.0
gps_location_entropy_1d_mean,Q6_score,-0.207,0.16756522765686982,NaN,0.207,46,-0.4691,0.0887,spearman,small,false,0.0
gps_location_entropy_1d_mean,Q7_score,-0.2028,0.17645558732313038,NaN,0.2028,46,-0.4657,0.093,spearman,small,false,0.0
gps_location_entropy_1d_mean,Q8_score,-0.3132,0.03408460204710292,NaN,0.3132,46,-0.5532,-0.0251,spearman,medium,false,1.0
gps_location_entropy_1d_mean,Q9_score,-0.1035,0.4937157356965213,NaN,0.1035,46,-0.3823,0.1926,spearman,small,false,0.0
gps_location_entropy_1d_std,total_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_location_entropy_1d_std,Q1_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_location_entropy_1d_std,Q2_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_location_entropy_1d_std,Q3_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_location_entropy_1d_std,Q4_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_location_entropy_1d_std,Q5_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_location_entropy_1d_std,Q6_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_location_entropy_1d_std,Q7_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_location_entropy_1d_std,Q8_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_location_entropy_1d_std,Q9_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_location_entropy_1d_min,total_score,-0.292,0.048969302322979726,NaN,0.292,46,-0.5368,-0.0018,spearman,small,false,0.0
gps_location_entropy_1d_min,Q1_score,-0.1244,0.4102261830688012,NaN,0.1244,46,-0.4002,0.1721,spearman,small,false,0.0
gps_location_entropy_1d_min,Q2_score,-0.3347,0.0229912268091519,NaN,0.3347,46,-0.5696,-0.0492,spearman,medium,false,1.0
gps_location_entropy_1d_min,Q3_score,-0.1239,0.41185673512357557,NaN,0.1239,46,-0.3999,0.1726,spearman,small,false,0.0
gps_location_entropy_1d_min,Q4_score,-0.1331,0.37778860585461116,NaN,0.1331,46,-0.4077,0.1635,spearman,small,false,0.0
gps_location_entropy_1d_min,Q5_score,-0.0459,0.7620592436488941,NaN,0.0459,46,-0.3318,0.2477,spearman,negligible,false,0.0
gps_location_entropy_1d_min,Q6_score,-0.207,0.16756522765686982,NaN,0.207,46,-0.4691,0.0887,spearman,small,false,0.0
gps_location_entropy_1d_min,Q7_score,-0.2028,0.17645558732313038,NaN,0.2028,46,-0.4657,0.093,spearman,small,false,0.0
gps_location_entropy_1d_min,Q8_score,-0.3132,0.03408460204710292,NaN,0.3132,46,-0.5532,-0.0251,spearman,medium,false,1.0
gps_location_entropy_1d_min,Q9_score,-0.1035,0.4937157356965213,NaN,0.1035,46,-0.3823,0.1926,spearman,small,false,0.0
gps_location_entropy_1d_max,total_score,-0.292,0.048969302322979726,NaN,0.292,46,-0.5368,-0.0018,spearman,small,false,0.0
gps_location_entropy_1d_max,Q1_score,-0.1244,0.4102261830688012,NaN,0.1244,46,-0.4002,0.1721,spearman,small,false,0.0
gps_location_entropy_1d_max,Q2_score,-0.3347,0.0229912268091519,NaN,0.3347,46,-0.5696,-0.0492,spearman,medium,false,1.0
gps_location_entropy_1d_max,Q3_score,-0.1239,0.41185673512357557,NaN,0.1239,46,-0.3999,0.1726,spearman,small,false,0.0
gps_location_entropy_1d_max,Q4_score,-0.1331,0.37778860585461116,NaN,0.1331,46,-0.4077,0.1635,spearman,small,false,0.0
gps_location_entropy_1d_max,Q5_score,-0.0459,0.7620592436488941,NaN,0.0459,46,-0.3318,0.2477,spearman,negligible,false,0.0
gps_location_entropy_1d_max,Q6_score,-0.207,0.16756522765686982,NaN,0.207,46,-0.4691,0.0887,spearman,small,false,0.0
gps_location_entropy_1d_max,Q7_score,-0.2028,0.17645558732313038,NaN,0.2028,46,-0.4657,0.093,spearman,small,false,0.0
gps_location_entropy_1d_max,Q8_score,-0.3132,0.03408460204710292,NaN,0.3132,46,-0.5532,-0.0251,spearman,medium,false,1.0
gps_location_entropy_1d_max,Q9_score,-0.1035,0.4937157356965213,NaN,0.1035,46,-0.3823,0.1926,spearman,small,false,0.0
gps_location_entropy_1d_trend,total_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_location_entropy_1d_trend,Q1_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_location_entropy_1d_trend,Q2_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_location_entropy_1d_trend,Q3_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_location_entropy_1d_trend,Q4_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_location_entropy_1d_trend,Q5_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_location_entropy_1d_trend,Q6_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_location_entropy_1d_trend,Q7_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_location_entropy_1d_trend,Q8_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_location_entropy_1d_trend,Q9_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_home_stay_ratio_1d_mean,total_score,0.3955,0.0065253802267762236,NaN,0.3955,46,0.1188,0.6151,spearman,medium,false,1.0
gps_home_stay_ratio_1d_mean,Q1_score,0.2078,0.16586845597204802,NaN,0.2078,46,-0.0878,0.4697,spearman,small,false,0.0
gps_home_stay_ratio_1d_mean,Q2_score,0.4339,0.0025931727773605305,NaN,0.4339,46,0.1642,0.6431,spearman,medium,false,1.0
gps_home_stay_ratio_1d_mean,Q3_score,0.2321,0.12058580504195474,NaN,0.2321,46,-0.0624,0.4894,spearman,small,false,0.0
gps_home_stay_ratio_1d_mean,Q4_score,0.176,0.24211164922163786,NaN,0.176,46,-0.1205,0.4436,spearman,small,false,0.0
gps_home_stay_ratio_1d_mean,Q5_score,0.1721,0.25279035017673707,NaN,0.1721,46,-0.1244,0.4404,spearman,small,false,0.0
gps_home_stay_ratio_1d_mean,Q6_score,0.2491,0.09506544584614367,NaN,0.2491,46,-0.0444,0.503,spearman,small,false,0.0
gps_home_stay_ratio_1d_mean,Q7_score,0.2822,0.05742764717236972,NaN,0.2822,46,-0.0088,0.5291,spearman,small,false,0.0
gps_home_stay_ratio_1d_mean,Q8_score,0.3807,0.009060018304475453,NaN,0.3807,46,0.1016,0.6042,spearman,medium,false,1.0
gps_home_stay_ratio_1d_mean,Q9_score,0.1126,0.45634708887737274,NaN,0.1126,46,-0.1837,0.3901,spearman,small,false,0.0
gps_home_stay_ratio_1d_std,total_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_home_stay_ratio_1d_std,Q1_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_home_stay_ratio_1d_std,Q2_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_home_stay_ratio_1d_std,Q3_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_home_stay_ratio_1d_std,Q4_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_home_stay_ratio_1d_std,Q5_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_home_stay_ratio_1d_std,Q6_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_home_stay_ratio_1d_std,Q7_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_home_stay_ratio_1d_std,Q8_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_home_stay_ratio_1d_std,Q9_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_home_stay_ratio_1d_min,total_score,0.3955,0.0065253802267762236,NaN,0.3955,46,0.1188,0.6151,spearman,medium,false,1.0
gps_home_stay_ratio_1d_min,Q1_score,0.2078,0.16586845597204802,NaN,0.2078,46,-0.0878,0.4697,spearman,small,false,0.0
gps_home_stay_ratio_1d_min,Q2_score,0.4339,0.0025931727773605305,NaN,0.4339,46,0.1642,0.6431,spearman,medium,false,1.0
gps_home_stay_ratio_1d_min,Q3_score,0.2321,0.12058580504195474,NaN,0.2321,46,-0.0624,0.4894,spearman,small,false,0.0
gps_home_stay_ratio_1d_min,Q4_score,0.176,0.24211164922163786,NaN,0.176,46,-0.1205,0.4436,spearman,small,false,0.0
gps_home_stay_ratio_1d_min,Q5_score,0.1721,0.25279035017673707,NaN,0.1721,46,-0.1244,0.4404,spearman,small,false,0.0
gps_home_stay_ratio_1d_min,Q6_score,0.2491,0.09506544584614367,NaN,0.2491,46,-0.0444,0.503,spearman,small,false,0.0
gps_home_stay_ratio_1d_min,Q7_score,0.2822,0.05742764717236972,NaN,0.2822,46,-0.0088,0.5291,spearman,small,false,0.0
gps_home_stay_ratio_1d_min,Q8_score,0.3807,0.009060018304475453,NaN,0.3807,46,0.1016,0.6042,spearman,medium,false,1.0
gps_home_stay_ratio_1d_min,Q9_score,0.1126,0.45634708887737274,NaN,0.1126,46,-0.1837,0.3901,spearman,small,false,0.0
gps_home_stay_ratio_1d_max,total_score,0.3955,0.0065253802267762236,NaN,0.3955,46,0.1188,0.6151,spearman,medium,false,1.0
gps_home_stay_ratio_1d_max,Q1_score,0.2078,0.16586845597204802,NaN,0.2078,46,-0.0878,0.4697,spearman,small,false,0.0
gps_home_stay_ratio_1d_max,Q2_score,0.4339,0.0025931727773605305,NaN,0.4339,46,0.1642,0.6431,spearman,medium,false,1.0
gps_home_stay_ratio_1d_max,Q3_score,0.2321,0.12058580504195474,NaN,0.2321,46,-0.0624,0.4894,spearman,small,false,0.0
gps_home_stay_ratio_1d_max,Q4_score,0.176,0.24211164922163786,NaN,0.176,46,-0.1205,0.4436,spearman,small,false,0.0
gps_home_stay_ratio_1d_max,Q5_score,0.1721,0.25279035017673707,NaN,0.1721,46,-0.1244,0.4404,spearman,small,false,0.0
gps_home_stay_ratio_1d_max,Q6_score,0.2491,0.09506544584614367,NaN,0.2491,46,-0.0444,0.503,spearman,small,false,0.0
gps_home_stay_ratio_1d_max,Q7_score,0.2822,0.05742764717236972,NaN,0.2822,46,-0.0088,0.5291,spearman,small,false,0.0
gps_home_stay_ratio_1d_max,Q8_score,0.3807,0.009060018304475453,NaN,0.3807,46,0.1016,0.6042,spearman,medium,false,1.0
gps_home_stay_ratio_1d_max,Q9_score,0.1126,0.45634708887737274,NaN,0.1126,46,-0.1837,0.3901,spearman,small,false,0.0
gps_home_stay_ratio_1d_trend,total_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_home_stay_ratio_1d_trend,Q1_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_home_stay_ratio_1d_trend,Q2_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_home_stay_ratio_1d_trend,Q3_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_home_stay_ratio_1d_trend,Q4_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_home_stay_ratio_1d_trend,Q5_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_home_stay_ratio_1d_trend,Q6_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_home_stay_ratio_1d_trend,Q7_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_home_stay_ratio_1d_trend,Q8_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_home_stay_ratio_1d_trend,Q9_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_n_locations_1d_mean,total_score,-0.2152,0.15099982634605805,NaN,0.2152,46,-0.4757,0.0801,spearman,small,false,0.0
gps_n_locations_1d_mean,Q1_score,-0.0965,0.5233059797806795,NaN,0.0965,46,-0.3763,0.1993,spearman,negligible,false,0.0
gps_n_locations_1d_mean,Q2_score,-0.2559,0.08605519867939526,NaN,0.2559,46,-0.5084,0.0372,spearman,small,false,0.0
gps_n_locations_1d_mean,Q3_score,-0.0844,0.576942593263833,NaN,0.0844,46,-0.3658,0.211,spearman,negligible,false,0.0
gps_n_locations_1d_mean,Q4_score,-0.1147,0.4480258299927602,NaN,0.1147,46,-0.3919,0.1817,spearman,small,false,0.0
gps_n_locations_1d_mean,Q5_score,0.042,0.7815502281543754,NaN,0.042,46,-0.2513,0.3283,spearman,negligible,false,0.0
gps_n_locations_1d_mean,Q6_score,-0.1507,0.3173820379776662,NaN,0.1507,46,-0.4225,0.146,spearman,small,false,0.0
gps_n_locations_1d_mean,Q7_score,-0.1563,0.29948718704007105,NaN,0.1563,46,-0.4272,0.1403,spearman,small,false,0.0
gps_n_locations_1d_mean,Q8_score,-0.219,0.14363449257353533,NaN,0.219,46,-0.4789,0.0761,spearman,small,false,0.0
gps_n_locations_1d_mean,Q9_score,-0.1227,0.41669468077813143,NaN,0.1227,46,-0.3988,0.1738,spearman,small,false,0.0
gps_n_locations_1d_std,total_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_n_locations_1d_std,Q1_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_n_locations_1d_std,Q2_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_n_locations_1d_std,Q3_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_n_locations_1d_std,Q4_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_n_locations_1d_std,Q5_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_n_locations_1d_std,Q6_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_n_locations_1d_std,Q7_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_n_locations_1d_std,Q8_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_n_locations_1d_std,Q9_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
gps_n_locations_1d_min,total_score,-0.2152,0.15099982634605805,NaN,0.2152,46,-0.4757,0.0801,spearman,small,false,0.0
gps_n_locations_1d_min,Q1_score,-0.0965,0.5233059797806795,NaN,0.0965,46,-0.3763,0.1993,spearman,negligible,false,0.0
gps_n_locations_1d_min,Q2_score,-0.2559,0.08605519867939526,NaN,0.2559,46,-0.5084,0.0372,spearman,small,false,0.0
gps_n_locations_1d_min,Q3_score,-0.0844,0.576942593263833,NaN,0.0844,46,-0.3658,0.211,spearman,negligible,false,0.0
gps_n_locations_1d_min,Q4_score,-0.1147,0.4480258299927602,NaN,0.1147,46,-0.3919,0.1817,spearman,small,false,0.0
gps_n_locations_1d_min,Q5_score,0.042,0.7815502281543754,NaN,0.042,46,-0.2513,0.3283,spearman,negligible,false,0.0
gps_n_locations_1d_min,Q6_score,-0.1507,0.3173820379776662,NaN,0.1507,46,-0.4225,0.146,spearman,small,false,0.0
gps_n_locations_1d_min,Q7_score,-0.1563,0.29948718704007105,NaN,0.1563,46,-0.4272,0.1403,spearman,small,false,0.0
gps_n_locations_1d_min,Q8_score,-0.219,0.14363449257353533,NaN,0.219,46,-0.4789,0.0761,spearman,small,false,0.0
gps_n_locations_1d_min,Q9_score,-0.1227,0.41669468077813143,NaN,0.1227,46,-0.3988,0.1738,spearman,small,false,0.0
gps_n_locations_1d_max,total_score,-0.2152,0.15099982634605805,NaN,0.2152,46,-0.4757,0.0801,spearman,small,false,0.0
gps_n_locations_1d_max,Q1_score,-0.0965,0.5233059797806795,NaN,0.0965,46,-0.3763,0.1993,spearman,negligible,false,0.0
gps_n_locations_1d_max,Q2_score,-0.2559,0.08605519867939526,NaN,0.2559,46,-0.5084,0.0372,spearman,small,false,0.0
